업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,우리할매 떡볶이 가경점,"충청북도 청주시 흥덕구 풍년로 16-17, 로데오프라자 1층 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1683 로데오프라자 ,,한식
일반음식점,스마트뽕뽕,"충청북도 청주시 흥덕구 경산로 50, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 168-3 외1필지 1층 ,,중국식
일반음식점,우림한우짝갈비,"충청북도 청주시 흥덕구 풍년로 26, 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1685 명인투플러스 , 043- 234-8295,식육(숯불구이)
일반음식점,훈스돈까스 가경점,"충청북도 청주시 흥덕구 풍년로 26, 113호 (가경동)",충청북도 청주시 흥덕구 가경동 1685 명인투플러스 ,070 -4888-4307,경양식
일반음식점,키키마마,"충청북도 청주시 흥덕구 풍년로 26, 명인투플러스 1층 103, 104호 (가경동)",충청북도 청주시 흥덕구 가경동 1685 명인투플러스 ,,한식
일반음식점,시와꽃길,"충청북도 청주시 흥덕구 풍년로 26, 명인투플러스 125호 (가경동)",충청북도 청주시 흥덕구 가경동 1685 명인투플러스 ,,한식
일반음식점,투데이(명인점),"충청북도 청주시 흥덕구 풍년로 26 (가경동,명인투플러스 124호)",충청북도 청주시 흥덕구 가경동 1685 명인투플러스 124호 ,,호프/통닭
일반음식점,머리좋은 참치,"충청북도 청주시 흥덕구 풍년로 26, 청주가경지구 명인ll플러스동 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1685 외4필지 청주가경지구 명인ll플러스 102호(1층) ,,호프/통닭
일반음식점,경아두마리치킨가경점,"충청북도 청주시 흥덕구 2순환로1375번길 21, 청주가경6주공아파트 상가동 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1693 청주가경6주공아파트 상가동 102호(1층) ,043 -239 -6868,호프/통닭
일반음식점,돈치킨가경점,"충청북도 청주시 흥덕구 2순환로1375번길 24, 상가동 108,109호 (가경동, 가경푸르지오)","충청북도 청주시 흥덕구 가경동 1695 가경푸르지오 상가( 108호,109호) ", 043-234 -7292,통닭(치킨)
일반음식점,한옥마을 전주비빔밥(청주점),"충청북도 청주시 흥덕구 서부로 1291 (가경동,홈플러스청주가경점(1층))",충청북도 청주시 흥덕구 가경동 1696 홈플러스청주가경점(1층) , 043- 231-8227,한식
일반음식점,빨간돼지,"충청북도 청주시 흥덕구 가경로 9-9, 그린프라자 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1699 그린프라자 ,,한식
일반음식점,한중마라 마라탕,"충청북도 청주시 흥덕구 가경로 9-9, 그린프라자 1층 104호 (가경동)",충청북도 청주시 흥덕구 가경동 1699 그린프라자 ,,중국식
일반음식점,스텔라 떡볶이(충북 청주 가경점),"충청북도 청주시 흥덕구 가경로 9-9, 그린프라자 1층 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1699 그린프라자 ,,한식
일반음식점,참치브라더스,"충청북도 청주시 흥덕구 가경로 9-9, 106(일부)호 (가경동)",충청북도 청주시 흥덕구 가경동 1699 그린프라자 ,,일식
일반음식점,정식당,"충청북도 청주시 흥덕구 가경로 9-9, 그린프라자 1층 106 호, 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1699 그린프라자 ,,한식
일반음식점,미소야가경점,"충청북도 청주시 흥덕구 가경로 9-9, 1층 105호 (가경동, 그린프라자)",충청북도 청주시 흥덕구 가경동 1699 그린프라자 1층 105호,043 -233 -7775,한식
일반음식점,임지훈의 시골생고기 가경점,"충청북도 청주시 흥덕구 경산로 49 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 170-3 (1층) , 043- 231-7730,식육(숯불구이)
일반음식점,맘스터치 가경점,"충청북도 청주시 흥덕구 서부로 1307, 1층 104,105호 (가경동, 미젼빌딩)","충청북도 청주시 흥덕구 가경동 1703 미젼빌딩 104,105호, 1층 ",,호프/통닭
일반음식점,고기굽는집,"충청북도 청주시 흥덕구 경산로49번길 3 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 170-6 (1층) ,043 -233 -0430,한식
일반음식점,믹스컴퍼니,"충청북도 청주시 흥덕구 경산로43번길 12, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 171-102 ,,한식
일반음식점,카스테라,"충청북도 청주시 흥덕구 경산로 51, 2층 (가경동)",충청북도 청주시 흥덕구 가경동 171-12 ,043 -231 -1642,기타
일반음식점,25시낭만수산포차,"충청북도 청주시 흥덕구 경산로 51 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 171-12 (1층) , 043- 237-3392,한식
일반음식점,연촌염소탕가경직영점,"충청북도 청주시 흥덕구 경산로43번길 18 (가경동,외 5필지(1층))",충청북도 청주시 흥덕구 가경동 171-2 외 5필지(1층) , 043- 237-3009,한식
일반음식점,빠빠드,"충청북도 청주시 흥덕구 경산로36번길 3, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 171-28 ,,경양식
일반음식점,고향,"충청북도 청주시 흥덕구 경산로43번길 22 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 171-41 (1층) , 043- 235-3257,한식
일반음식점,소풍김밥,"충청북도 청주시 흥덕구 가경로 123, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 171-55 , 043- 234-0036,한식
일반음식점,조아유,"충청북도 청주시 흥덕구 가경로 123, 1층 103호 (가경동)",충청북도 청주시 흥덕구 가경동 171-55 ,,횟집
일반음식점,대구반야월막창,"충청북도 청주시 흥덕구 가경로 123, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 171-55 (1층) ,043 -235 -3617,한식
일반음식점,홍가네 고기마을,"충청북도 청주시 흥덕구 경산로53번길 17 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 171-72 (1층) ,043 -232 -2327,한식
일반음식점,샤리,"충청북도 청주시 흥덕구 경산로53번길 9, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 171-75 ,043 - 296-4438,일식
일반음식점,거기,"충청북도 청주시 흥덕구 경산로43번길 8 (가경동,2층)",충청북도 청주시 흥덕구 가경동 172 2층 , 043- 296-7646,한식
일반음식점,일미닭갈비파전가경점,"충청북도 청주시 흥덕구 경산로 47 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 173-7 (1층) ,043 -235 -1040,한식
일반음식점,족탕명가,"충청북도 청주시 흥덕구 경산로44번길 14, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 174-11 ,,한식
일반음식점,통영굴국밥&쭈꾸미,"충청북도 청주시 흥덕구 경산로 46 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 174-5 (1층) , 043- 212-5242,한식
일반음식점,포 시애틀,"충청북도 청주시 흥덕구 2순환로 1270, 101,102호 (가경동)",충청북도 청주시 흥덕구 가경동 1753 ,0439-0044-27,"외국음식전문점(인도,태국등)"
일반음식점,길가옆에누룽지삼계탕(가경점),"충청북도 청주시 흥덕구 서현북로 87, 103호 (가경동)",충청북도 청주시 흥덕구 가경동 1754 SM메디타워 , 043-236 -0007,한식
일반음식점,아지트포차,"충청북도 청주시 흥덕구 서현북로 87, SM메디타워 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1754 SM메디타워 ,,정종/대포집/소주방
일반음식점,25시해장국,"충청북도 청주시 흥덕구 서현북로 81, 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1756 , 043- 238-5525,한식
일반음식점,오늘 뭐 먹지,"충청북도 청주시 흥덕구 서현북로 81, 1층 107호 (가경동)",충청북도 청주시 흥덕구 가경동 1756 ,,한식
일반음식점,작은언니 포차,"충청북도 청주시 흥덕구 서현북로 81, 1층 109호 (가경동)",충청북도 청주시 흥덕구 가경동 1756 ,,정종/대포집/소주방
일반음식점,화(火)짬뽕,"충청북도 청주시 흥덕구 서현북로 81, 1층 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1756 ,,중국식
일반음식점,감동한끼,"충청북도 청주시 흥덕구 서현북로 81, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1756 ,,한식
일반음식점,류창희국수人,"충청북도 청주시 흥덕구 서현북로 81 (가경동,LH타워 105호)",충청북도 청주시 흥덕구 가경동 1756 LH타워 105호 , 043- 239-2211,분식
일반음식점,소뚜레,"충청북도 청주시 흥덕구 서현동로 4, 강서미네르바 1층 109, 110호 (가경동)",충청북도 청주시 흥덕구 가경동 1757 강서미네르바 ,,한식
일반음식점,어서오시게(청주흥덕점),"충청북도 청주시 흥덕구 서현동로 4, 강서미네르바 1층 105호 (가경동)",충청북도 청주시 흥덕구 가경동 1757 강서미네르바 ,,한식
일반음식점,우리동네쉐프 가경점,"충청북도 청주시 흥덕구 서현동로 4, 1층 107호 (가경동, 강서미네르바)",충청북도 청주시 흥덕구 가경동 1757 강서미네르바(1층) 107호,043 -233 -5379,한식
일반음식점,스시타쿠,"충청북도 청주시 흥덕구 서현중로 54, 상가동 1층 109호 (가경동)",충청북도 청주시 흥덕구 가경동 1758 ,,기타
일반음식점,화락바베큐치킨 청주가경점,"충청북도 청주시 흥덕구 서현중로 54, 상가동 1층 104호 (가경동, 가로수마을 선광로즈웰)",충청북도 청주시 흥덕구 가경동 1758 가로수마을 선광로즈웰 상가동 104호,,호프/통닭
일반음식점,하이드업,"충청북도 청주시 흥덕구 서현중로 48, 상가동 103호 (가경동, 가로수마을선광로즈웰아파트)",충청북도 청주시 흥덕구 가경동 1758 가로수마을선광로즈웰아파트 ,,경양식
일반음식점,자근,"충청북도 청주시 흥덕구 서현중로 48, 상가동 101호 (가경동, 가로수마을선광로즈웰아파트)",충청북도 청주시 흥덕구 가경동 1758 가로수마을선광로즈웰아파트 ,,한식
일반음식점,투다리(강서2점),충청북도 청주시 흥덕구 서현중로 54 (가경동),충청북도 청주시 흥덕구 가경동 1758 선광로즈웰상가 110호(1층) ,043 -233 -8911,호프/통닭
일반음식점,청담동 말자싸롱 가경점,"충청북도 청주시 흥덕구 가경로 85, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 181-1 ,,기타
일반음식점,오늘밥상,"충청북도 청주시 흥덕구 서현서로29번길 5 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1833 (1층) ,043 -232 -9300,한식
일반음식점,신머이 쌀국수,"충청북도 청주시 흥덕구 서현북로 18, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1841 ,,"외국음식전문점(인도,태국등)"
일반음식점,착한식당,"충청북도 청주시 흥덕구 서현북로 20, 1층 108호 (가경동, smjoy빌딩)",충청북도 청주시 흥덕구 가경동 1842 smjoy빌딩 ,,한식
일반음식점,디저트39 청주터미널점,"충청북도 청주시 흥덕구 서현북로 20, 106호 (가경동, smjoy빌딩)",충청북도 청주시 흥덕구 가경동 1842 smjoy빌딩 106호,,한식
일반음식점,굽네치킨강서점,"충청북도 청주시 흥덕구 서현북로 24, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1844 1층 ,043 -239 -8292,호프/통닭
일반음식점,청풍명계,"충청북도 청주시 흥덕구 서현서로 29 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1847 (1층) , 043- 232-9600,한식
일반음식점,교촌치킨 강서점,"충청북도 청주시 흥덕구 서현북로 36, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1849 ,,호프/통닭
일반음식점,읍천리 가경점,"충청북도 청주시 흥덕구 서현북로 36, 103호 (가경동)",충청북도 청주시 흥덕구 가경동 1849 ,,기타
일반음식점,랭고스,"충청북도 청주시 흥덕구 서현북로 40, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1851 ,,기타
일반음식점,센서리 메모리(Sensory Memory),"충청북도 청주시 흥덕구 서현북로 44, 세오Ⅱ 1층 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1853 세오Ⅱ ,,기타
일반음식점,골목길조개찜구이,"충청북도 청주시 흥덕구 서현중로35번길 29, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1855 1층 ,043 -235 -5585,한식
일반음식점,포항토박이물회,"충청북도 청주시 흥덕구 서현중로35번길 33 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1856 (1층) ,043 -237 -3707,횟집
일반음식점,서현생고기,"충청북도 청주시 흥덕구 서현중로35번길 45 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1861 (1층) ,043 -237 -3846,식육(숯불구이)
일반음식점,브루하우스(Brew House),"충청북도 청주시 흥덕구 서현중로23번길 38, 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1893 ,,기타
일반음식점,춘리마라탕,"충청북도 청주시 흥덕구 서현중로19번길 34, 1층 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1905 ,,중국식
일반음식점,시온성중화요리,"충청북도 청주시 흥덕구 서현중로 15 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1918 (1층) ,,중국식
일반음식점,멕시카나 청주강서점,"충청북도 청주시 흥덕구 서현중로 23, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1930 ,,한식
일반음식점,비에이치씨(BHC) 청주강서점,"충청북도 청주시 흥덕구 서현중로 23, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1930 1층 ,043 -265 -4600,호프/통닭
일반음식점,노랑통닭 가경점,"충청북도 청주시 흥덕구 서현중로23번길 4 (가경동, (1층))",충청북도 청주시 흥덕구 가경동 1941 (1층) ,043 -236 -0434,호프/통닭
일반음식점,두릅돈생갈비(강서점),"충청북도 청주시 흥덕구 서현중로 25, 1층 우측부분 일부(101)호 (가경동)",충청북도 청주시 흥덕구 가경동 1942 ,,한식
일반음식점,해피어 (happier),"충청북도 청주시 흥덕구 서현중로 25, 1층 101(일부)호 (가경동)",충청북도 청주시 흥덕구 가경동 1942 ,,기타
일반음식점,조인우스시,"충청북도 청주시 흥덕구 서현중로27번길 5, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1943 ,,일식
일반음식점,닭발카페,"충청북도 청주시 흥덕구 서현중로27번길 8 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1954 (1층) , 043-283 -1217,한식
일반음식점,고기굽는조선1(일)번가,"충청북도 청주시 흥덕구 서현중로 29 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1957 (1층) , 043- 232-5707,식육(숯불구이)
일반음식점,화룡반점,"충청북도 청주시 흥덕구 서현중로31번길 11, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1960 ,,중국식
일반음식점,국풍중화요리,"충청북도 청주시 흥덕구 서현중로31번길 23 (가경동, (1층))",충청북도 청주시 흥덕구 가경동 1964 (1층) , 043- 231-7772,중국식
일반음식점,깡통막창,"충청북도 청주시 흥덕구 서현중로35번길 9, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1973 (1층) ,043 -295 -4747,식육(숯불구이)
일반음식점,열린 포차식당,"충청북도 청주시 흥덕구 서현중로35번길 11, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1974 ,043 -277 -9688,한식
일반음식점,백이가칼국수,"충청북도 청주시 흥덕구 서현중로35번길 15, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1975 1층 ,043 -292 -9423,한식
일반음식점,박가네 석갈비,"충청북도 청주시 흥덕구 서현중로35번길 17, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1976 (1층) ,043 -232 -9948,한식
일반음식점,병천토종순대수육국밥,"충청북도 청주시 흥덕구 서현중로35번길 21, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1978 1층 ,,한식
일반음식점,와우닭강정,"충청북도 청주시 흥덕구 서현북로 52, 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1981 102호,,한식
일반음식점,닭강정에반하다 강서점,"충청북도 청주시 흥덕구 서현북로 58, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1984 ,,호프/통닭
일반음식점,맘스터치 강서점,"충청북도 청주시 흥덕구 서현북로 60, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1985 ,,분식
일반음식점,고봉민김밥강서점,"충청북도 청주시 흥덕구 서현북로 66 (가경동, (1층))",충청북도 청주시 흥덕구 가경동 1988 (1층) ,043 -236 -7789,분식
일반음식점,본죽&비빔밥 청주강서점,"충청북도 청주시 흥덕구 서현북로 66 (가경동,(지상1층))",충청북도 청주시 흥덕구 가경동 1988 (지상1층) , 043-238 -6288,한식
일반음식점,석호네닭발 가경점,"충청북도 청주시 흥덕구 서현북로 68, 서현빌딩 1층 101호 (가경동)",충청북도 청주시 흥덕구 가경동 1989 서현빌딩 , 043- 231-8588,한식
일반음식점,파닭참잘하는집,"충청북도 청주시 흥덕구 서현북로 68, 서현빌딩 1층 103호 (가경동)",충청북도 청주시 흥덕구 가경동 1989 서현빌딩 ,,호프/통닭
일반음식점,피자마루 청주강서지구점,"충청북도 청주시 흥덕구 서현북로 70 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1990 (1층) , 043- 237-1082,패스트푸드
일반음식점,39도시락 가경점,"충청북도 청주시 흥덕구 서현북로 72, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1991 ,,김밥(도시락)
일반음식점,프릭스버거(가경점),"충청북도 청주시 흥덕구 서현북로 72, 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 1991 ,,경양식
일반음식점,숨겨논 뒷고기,"충청북도 청주시 흥덕구 서현중로36번길 26 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1993 (1층) ,043 -296 -3356,호프/통닭
일반음식점,덕성생고기,"충청북도 청주시 흥덕구 서현중로36번길 22 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1994 (1층) , 043- 233-1980,한식
일반음식점,소문난춘천닭갈비,"충청북도 청주시 흥덕구 서현중로36번길 18 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1995 (1층) , 043- 232-1825,한식
일반음식점,물반고기반Ⅱ,"충청북도 청주시 흥덕구 서현중로36번길 16, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 1996 ,,중국식
일반음식점,물반고기반,"충청북도 청주시 흥덕구 서현중로36번길 14 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1997 (1층) ,,한식
일반음식점,"안녕, 보말!","충청북도 청주시 흥덕구 서현중로36번길 12, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 1998 , 043- 231-0933,한식
일반음식점,명육,"충청북도 청주시 흥덕구 서현중로36번길 10 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 1999 (1층) , 043- 232-0919,식육(숯불구이)
일반음식점,연탄부락,"충청북도 청주시 흥덕구 서현중로36번길 6, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2000 (1층) ,,정종/대포집/소주방
일반음식점,일미양꼬치,"충청북도 청주시 흥덕구 서현중로36번길 4 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 2001 (1층) ,043 -231 -8216,한식
일반음식점,써니,"충청북도 청주시 흥덕구 서현중로36번길 4 (가경동,(2층))",충청북도 청주시 흥덕구 가경동 2001 (2층) ,043 -239 -6699,호프/통닭
일반음식점,만나세,"충청북도 청주시 흥덕구 서현중로32번길 3, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2002 1층 , 043- 235-8279,기타
일반음식점,꽃돼지가,"충청북도 청주시 흥덕구 서현중로32번길 4, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2019 ,043 -231 -2226,식육(숯불구이)
일반음식점,홍쓰비어,"충청북도 청주시 흥덕구 서현중로 30 (가경동, (1층))",충청북도 청주시 흥덕구 가경동 2020 (1층) ,043 -232 -9663,호프/통닭
일반음식점,네네치킨 앤 봉구스밥버거 강서지구점,"충청북도 청주시 흥덕구 서현중로28번길 11, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2023 ,043 -236 -7282,호프/통닭
일반음식점,신왕족발&보쌈,"충청북도 청주시 흥덕구 서현중로28번길 17, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2026 ,,기타
일반음식점,기분좋은데이,"충청북도 청주시 흥덕구 서현중로28번길 21 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 2028 (1층) ,043 -235 -7630,호프/통닭
일반음식점,두마리찜닭 두찜 청주가경점,"충청북도 청주시 흥덕구 서현중로28번길 16, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2031 ,,한식
일반음식점,늘푸른삼겹쌈,"충청북도 청주시 흥덕구 서현중로28번길 12, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2033 1층 ,043 -235 -9950,한식
일반음식점,짬뽕하세 가경강서점,"충청북도 청주시 흥덕구 서현중로28번길 10 (가경동,(1층))",충청북도 청주시 흥덕구 가경동 2034 (1층) ,,한식
일반음식점,비비큐(B.B.Q)청주가경서현점,"충청북도 청주시 흥덕구 서현중로 26, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2036 ,043 -234 -9285,호프/통닭
일반음식점,효 이자카야(IZAKAYA),"충청북도 청주시 흥덕구 서현중로24번길 3, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 2037 고갱화실 ,,일식
일반음식점,유가네닭갈비 가경점,"충청북도 청주시 흥덕구 서현중로24번길 4, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2050 ,070 -7576-1321,한식
일반음식점,로그로우(LOGROW),"충청북도 청주시 흥덕구 서현중로 20, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 2051 ,,기타
일반음식점,소라야,"충청북도 청주시 흥덕구 서현북로 78 (가경동,(2층))",충청북도 청주시 흥덕구 가경동 2068 (2층) ,,호프/통닭
일반음식점,시골애 강서점,"충청북도 청주시 흥덕구 서현북로 78-1 (가경동, (1층))",충청북도 청주시 흥덕구 가경동 2069 (1층) ,043 - 234-5052,한식
일반음식점,구여사컵밥,"충청북도 청주시 흥덕구 서현북로 80, 1층 103호 (가경동)",충청북도 청주시 흥덕구 가경동 2070 , 043- 236-9288,한식
일반음식점,처갓집양념치킨 강서점,"충청북도 청주시 흥덕구 서현북로 80, 1층 103호 (가경동)",충청북도 청주시 흥덕구 가경동 2070 ,,호프/통닭
일반음식점,뒷고기회관,"충청북도 청주시 흥덕구 서현북로 82, 1층 101,102호 (가경동)",충청북도 청주시 흥덕구 가경동 2071 ,,한식
일반음식점,츠룻,"충청북도 청주시 흥덕구 서현북로 82, 103호 (가경동)",충청북도 청주시 흥덕구 가경동 2071 ,,호프/통닭
일반음식점,몬스터 홀덤,"충청북도 청주시 흥덕구 서현북로 82, 3층 (가경동)",충청북도 청주시 흥덕구 가경동 2071 ,,기타
일반음식점,빨간모자피자 청주가경점,"충청북도 청주시 흥덕구 서현북로 84, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 2072 ,,기타
일반음식점,달밤족발 강서점,"충청북도 청주시 흥덕구 서현북로 84, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 2072 ,,한식
일반음식점,언니네카페&포차,"충청북도 청주시 흥덕구 서현북로 84, 2층 (가경동)",충청북도 청주시 흥덕구 가경동 2072 ,,호프/통닭
일반음식점,김밥나라,"충청북도 청주시 흥덕구 서현북로 86 (가경동,수연빌딩 (1층))",충청북도 청주시 흥덕구 가경동 2073 수연빌딩 (1층) , 043- 235-5878,분식
일반음식점,몽누,"충청북도 청주시 흥덕구 서현북로 88, 1층 102호 (가경동)",충청북도 청주시 흥덕구 가경동 2074 ,,기타
일반음식점,진현참치,"충청북도 청주시 흥덕구 서현북로 88, 1층 (가경동)",충청북도 청주시 흥덕구 가경동 2074 (1층) ,043 -234 -9548,호프/통닭
일반음식점,창화당 청주가경점,"충청북도 청주시 흥덕구 서현로 66, 109호 (가경동, 청주가경아이파크)",충청북도 청주시 흥덕구 가경동 2220 청주가경아이파크 ,,한식
일반음식점,바른치킨 청주가경점,"충청북도 청주시 흥덕구 서현로 90, 1층 일부호 (가경동)",충청북도 청주시 흥덕구 가경동 2225 , 043- 236-5851,호프/통닭
일반음식점,임성근 국가공인진갈비,"충청북도 청주시 흥덕구 서현로 90, 3층 301호 (가경동)",충청북도 청주시 흥덕구 가경동 2225 , 043- 237-9292,한식
일반음식점,그린펍앤바(GREEN PUB&BAR),"충청북도 청주시 흥덕구 서현로 90, 1층 104호 (가경동)",충청북도 청주시 흥덕구 가경동 2225 ,,기타
일반음식점,역북집 청주점,"충청북도 청주시 흥덕구 서현로 102-22, 1층 107,108호 (가경동)",충청북도 청주시 흥덕구 가경동 2229-2 ,,한식
일반음식점,포비아워스 청주,"충청북도 청주시 흥덕구 서현로 68, 상가동 B103~107호 (가경동, 청주가경아이파크 2단지)",충청북도 청주시 흥덕구 가경동 2236 청주가경아이파크 2단지 ,,경양식
일반음식점,치킨매니아 가경아이파크점,"충청북도 청주시 흥덕구 서현로 68, 상가동 B102호 (가경동, 청주가경아이파크 2단지)",충청북도 청주시 흥덕구 가경동 2236 청주가경아이파크 2단지 ,,호프/통닭
일반음식점,돈집사,"충청북도 청주시 흥덕구 서현로 32, 가경 자이 프라자 1층 119호 (가경동)",충청북도 청주시 흥덕구 가경동 2256 가경 자이 프라자 ,,한식
일반음식점,임지훈의시골생고기(홍골점),"충청북도 청주시 흥덕구 서현로 32, 가경 자이 프라자 121,122호 (가경동)",충청북도 청주시 흥덕구 가경동 2256 가경 자이 프라자 ,,식육(숯불구이)
일반음식점,대돈가,"충청북도 청주시 흥덕구 서현로 60, 1층 142호, 143호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,한주정서 가경점,"충청북도 청주시 흥덕구 서현로 60, 1층 101-3호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,밥샷(BOBSHOT),"충청북도 청주시 흥덕구 서현로 60, 1층 116호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,한우요,"충청북도 청주시 흥덕구 서현로 60, 135호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,브루클린바이브 가경점,"충청북도 청주시 흥덕구 서현로 60, 1층 101-2호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,별난아재맥주 가경점,"충청북도 청주시 흥덕구 서현로 60, 1층 131호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,호프/통닭
일반음식점,오늘하루,"충청북도 청주시 흥덕구 서현로 60, 1층 108호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,칙바이칙,"충청북도 청주시 흥덕구 서현로 60, 2층 204호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,리파인 가경점,"충청북도 청주시 흥덕구 서현로 60, 1층 125호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,정종/대포집/소주방
일반음식점,하루엔소쿠,"충청북도 청주시 흥덕구 서현로 60, 1층 132호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,일식
일반음식점,토스트카페마리 청주가경점,"충청북도 청주시 흥덕구 서현로 60, 1층 114호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,다감반찬,"충청북도 청주시 흥덕구 서현로 60, 1층 106호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,한마음정육식당 가경점,"충청북도 청주시 흥덕구 서현로 60, 2층 214호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,식육(숯불구이)
일반음식점,느긋,"충청북도 청주시 흥덕구 서현로 60, 메리맘스 1층 141호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 ,,한식
일반음식점,카마타케 제면소 가경점,"충청북도 청주시 흥덕구 서현로 60, 1층 101-4호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 101-4호,,일식
일반음식점,래빗(RABBIT),"충청북도 청주시 흥덕구 서현로 60, 1층 103호 (가경동)",충청북도 청주시 흥덕구 가경동 2270 103호,,기타
